entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Kylie Brewer,Left-Leaning,-116,102288,-243955,3,34096,528945,528945,[TikTok](https://www.tiktok.com/@kylie.brewer)
Davidson Boswell,Left-Leaning,-110,100852,-227697,26,3879,600734,600734,[TikTok](https://www.tiktok.com/@davidsonboswell)
Last Week Tonight with John Oliver,Left-Leaning,-25,99526,-43635,5,19905,1035900,1035900,[TikTok](https://tiktok.com/@lastweektonighthbo)
Johnpaulkingusa,Right-Leaning,-50,95850,-88065,8,11981,1239025,1239025,[TikTok](https://www.tiktok.com/@johnpaulkingusa)
Keith Edwards,Left-Leaning,-197,95780,-745760,24,3991,891779,891779,[TikTok](https://www.tiktok.com/@keithedwards)
Brenna Pérez,Left-Leaning,-55,95309,-100440,28,3404,708278,708278,[TikTok](https://www.tiktok.com/@perezbrenna)
Omar Fateh,Left-Leaning,82,93295,52902,10,9330,1544244,1544244,[TikTok](https://www.tiktok.com/@omarfatehmn)
Democratic Congressional Campaign Committee (DCCC),Left-Leaning,-69,92827,-126182,39,2380,1887401,1887401,[TikTok](https://tiktok.com/@dccc)
The Good Liars,Left-Leaning,-135,92158,-293997,5,18432,2040600,2040600,[TikTok](https://tiktok.com/@thegoodliars)
CBS News Sacramento,Neutral,-163,91081,-422079,8,11385,1165735,1165735,[TikTok](https://www.tiktok.com/@cbssacramento)
The Miami Herald,Neutral,88,89615,53557,5,17923,709600,709600,[TikTok](https://www.tiktok.com/@miamiherald)
Yahoo Finance,Neutral,-83,85903,-156042,101,851,3800310,3800310,[TikTok](https://tiktok.com/@yahoofinance)
Kamehalani Manco,Left-Leaning,410,85703,85445,42,2041,547494,547494,[TikTok](https://www.tiktok.com/@kamehalani)
Vice News,Left-Leaning,325,84814,83329,16,5301,1305810,1305810,[TikTok](https://tiktok.com/@vicenews)
Vicki Chan MD,Left-Leaning,208,83011,74190,41,2025,1068411,1068411,[TikTok](https://www.tiktok.com/@vickichanmd)
Michael Foote,Left-Leaning,,82760,,16,5173,466377,466377,[TikTok](https://www.tiktok.com/@michael_foote_)
Pastor Paul Drees,Left-Leaning,,82611,,3,27537,483099,483099,[TikTok](https://www.tiktok.com/@pastorpauldrees)
Cyndie Alexis,Right-Leaning,-108,81038,-204921,45,1801,1373781,1373781,[TikTok](https://www.tiktok.com/@therealcyndiealexis)
Michael Solakiewicz,Right-Leaning,-129,80972,-250912,66,1227,2468602,2468602,[TikTok](https://www.tiktok.com/@michaelsolakiewicz)
Paola Ramos,Left-Leaning,63,80819,37377,3,26940,516700,516700,[TikTok](https://www.tiktok.com/@pa0ram0s)
Millennial Mia,Left-Leaning,406,80407,80184,5,16081,606896,606896,[TikTok](https://www.tiktok.com/@millennial.mia)
Laysie B,Left-Leaning,203,79776,71189,9,8864,540128,540128,[TikTok](https://tiktok.com/@laysieeeb)
Victor Nieves,Right-Leaning,61,79073,36046,28,2824,457570,457570,[TikTok](https://www.tiktok.com/@notvictornieves)
Yahoo News,Neutral,-44,76852,-64657,4,19213,1301200,1301200,[TikTok](https://www.tiktok.com/@yahoonews)
Roy Cooper,Left-Leaning,,76650,,6,12775,349243,349243,[TikTok](https://www.tiktok.com/@roycoopernc)
Isabel Brown,Right-Leaning,-54,75528,-78056,19,3975,767182,767182,[TikTok](https://tiktok.com/@theisabelbrown)
Victoria Hammett,Left-Leaning,-151,75330,-309213,14,5381,434005,434005,[TikTok](https://tiktok.com/@victoriahammett)
Richie Fontaine,Left-Leaning,-62,74827,-84959,4,18707,265320,265320,[TikTok](https://www.tiktok.com/@fontvne)
Human Rights Campaign,Left-Leaning,32,74684,16769,28,2667,494536,494536,[TikTok](https://tiktok.com/@humanrightscampaign)
RaeShanda Lias,Left-Leaning,-205,73793,-613593,2,36897,292000,292000,[TikTok](https://www.tiktok.com/@shopaif)
Austin Archer,Left-Leaning,161,73771,61405,2,36886,243623,243623,[TikTok](https://www.tiktok.com/@yourpal_austin)
The JAAM,Left-Leaning,-38,73373,-52299,5,14675,361551,361551,[TikTok](https://www.tiktok.com/@jwilliamj)
The Justice Guy,Left-Leaning,-34,73201,-47803,41,1785,585854,585854,[TikTok](https://www.tiktok.com/@matteo_il_pazzeo)
Hail the King,Right-Leaning,-127,73182,-217971,20,3659,341782,341782,[TikTok](https://www.tiktok.com/@hailtheking23)
Pulse of Today,Left-Leaning,,72052,,2,36026,334271,334271,[TikTok](https://www.tiktok.com/@the_daily_pulse)
ZynTech,Left-Leaning,,72028,,1,72028,471876,471876,[TikTok](https://www.tiktok.com/@zyn_tech/)
The Zactivist,Left-Leaning,113,71427,50464,38,1880,579812,579812,[TikTok](https://tiktok.com/@zactivist)
Zackory Kirk,Left-Leaning,113,71427,50464,38,1880,579812,579812,[TikTok](https://www.tiktok.com/@zactivist)
Emily Austin,Right-Leaning,273,71118,68633,7,10160,1287845,1287845,[TikTok](https://www.tiktok.com/@emilyraustin)
Face the Nation,Neutral,-185,70481,-379595,59,1195,2171258,2171258,[TikTok](https://tiktok.com/@facethenation)
Erika Kirk,Right-Leaning,,70273,,5,14055,2352134,2352134,[TikTok](https://www.tiktok.com/@mrserikakirk)
Hailtheking1,Right-Leaning,-106,69123,-155750,11,6284,332814,332814,[TikTok](https://www.tiktok.com/@hailtheking232)
Sunrise Movement,Left-Leaning,-75,68152,-88217,15,4543,431991,431991,[TikTok](https://tiktok.com/@sunrisemvmt)
Michael Liner,Neutral,-195,67250,-436093,59,1140,1875183,1875183,[TikTok](https://tiktok.com/@backwardshatbarrister)
Epistemic,Left-Leaning,52,67203,30512,1,67203,698100,698100,[TikTok](https://www.tiktok.com/@epistemiccrisis)
Laurenzo Adesso,Left-Leaning,-22,65483,-28396,7,9355,662945,662945,[TikTok](https://tiktok.com/@adesso.laurenzo)
The Atlantic,Neutral,47,65177,25349,11,5925,659828,659828,[TikTok](https://www.tiktok.com/@theatlantic)
ecofran,Left-Leaning,32,64616,19703,28,2308,361614,361614,[TikTok](https://tiktok.com/@ecofran)
Manny Rutinel,Left-Leaning,60,63809,30769,6,10635,260814,260814,[TikTok](https://www.tiktok.com/@mannyrutinel)
Los Angeles Times,Neutral,-354,62591,-7834901,23,2721,1005920,1005920,[TikTok](https://www.tiktok.com/@latimes)
Kristan Hawkins,Right-Leaning,34,61594,19048,8,7699,415760,415760,[TikTok](https://www.tiktok.com/@kristanmercerhawkins)
Duke Alexander Moore,Neutral,134,61387,48220,2,30694,526300,526300,[TikTok](https://tiktok.com/@dukelovestaxes)
Clout News,Right-Leaning,-63,60824,-67605,92,661,2494403,2494403,[TikTok](https://www.tiktok.com/@cloutnews)
The Guardian,Neutral,-187,60611,-343889,35,1732,1104925,1104925,[TikTok](https://www.tiktok.com/@guardian)
Democracy Now!,Left-Leaning,-29,60542,-32370,53,1142,394517,394517,[TikTok](https://www.tiktok.com/@democracynow.org)
Turning Point Action,Right-Leaning,105,60522,43024,8,7565,813979,813979,[TikTok](https://www.tiktok.com/@tpaction_)
Zac Bowling,Left-Leaning,286,60062,58651,3,20021,1016599,1016599,[TikTok](https://www.tiktok.com/@yesinmybackyard)
TL Duryea,Left-Leaning,-97,59405,-105864,76,782,616233,616233,[TikTok](https://tiktok.com/@tduryea)
