entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Metro,Neutral,1,12775591,-1548059,134,95340,236204621,236204621,[TikTok](https://tiktok.com/@metrouk)
Candace Owens,Right-Leaning,67,12016300,9558487,29,414355,91821311,91821311,[TikTok](https://www.tiktok.com/@candaceoshow)
ABC7 Chicago,Neutral,4,11485220,-452789,741,15500,214211730,214211730,[TikTok](https://www.tiktok.com/@abc7chicago)
Sky News,Neutral,-5,11138928,-5654069,689,16167,302287475,302287475,[TikTok](https://tiktok.com/@skynews)
ABC7 LA,Neutral,4,10754779,-856753,358,30041,171707622,171707622,[TikTok](https://www.tiktok.com/@abc7la)
ABC7NY,Neutral,7,9963947,-41385,325,30658,122194456,122194456,[TikTok](https://www.tiktok.com/@abc7ny)
The New York Times,Neutral,-3,9890217,-2905471,216,45788,169937583,169937583,[TikTok](https://tiktok.com/@nytimes)
Headquarters,Left-Leaning,,9116607,,107,85202,65220238,65220238,[TikTok](https://www.tiktok.com/@headquarters)
Isaiah Martin,Left-Leaning,224,8838933,8458827,77,114791,66947151,66947151,[TikTok](https://tiktok.com/@isaiahrmartin)
The Late Show with Stephen Colbert,Left-Leaning,22,8834019,4087595,87,101540,69006725,69006725,[TikTok](https://www.tiktok.com/@colbertlateshow)
Reuters,Neutral,-15,8191323,-13114830,486,16855,176667756,176667756,[TikTok](https://www.tiktok.com/@reuters)
Daily Wire,Right-Leaning,78,8028450,6207639,39,205858,68260584,68260584,[TikTok](https://tiktok.com/@dailywire)
CBS Mornings,Neutral,-7,7486979,-4465400,381,19651,117400093,117400093,[TikTok](https://tiktok.com/@cbsmornings)
NBC New York,Neutral,0,6925363,-1891631,241,28736,85004714,85004714,[TikTok](https://www.tiktok.com/@nbcnewyork)
Team Trump,Right-Leaning,-7,6739373,-5039462,46,146508,73785151,73785151,[TikTok](https://www.tiktok.com/@teamtrump)
Newsweek,Neutral,-6,6379924,-4346885,377,16923,102230163,102230163,[TikTok](https://tiktok.com/@newsweek)
Spencer Spencewuah,Left-Leaning,-12,6063825,-6140709,60,101064,24777542,24777542,[TikTok](https://www.tiktok.com/@spencewuah)
KDFW FOX 4 (Dallas-Fort Worth Fox),Neutral,25,5948442,1856349,49,121397,89722897,89722897,[TikTok](https://www.tiktok.com/@fox4newsdallasfortworth)
LiveNOW from FOX,Right-Leaning,-8,5904711,-4776625,221,26718,108695090,108695090,[TikTok](https://tiktok.com/@livenowfox)
NBC South Florida,Neutral,100,5103141,3993068,191,26718,87034049,87034049,[TikTok](https://www.tiktok.com/@nbcsouthflorida)
James Talarico,Left-Leaning,123,5004909,4219752,117,42777,34503490,34503490,"[TikTok](https://www.tiktok.com/@teamtalaricohq), [TikTok](https://www.tiktok.com/@jamestalarico)"
ABC News Live,Neutral,20,4840847,692447,289,16750,48173786,48173786,[TikTok](https://tiktok.com/@abcnewslive)
MS NOW,Left-Leaning,-11,4631581,-5887737,206,22483,75140281,75140281,[TikTok](https://www.tiktok.com/@msnow)
Gavin Newsom,Left-Leaning,-3,4610650,-2550591,63,73185,30156607,30156607,"[TikTok](https://www.tiktok.com/@gavinnewsom), [TikTok](https://www.tiktok.com/@cagovernor)"
CBS Evening News,Neutral,-3,4487640,-2014572,150,29918,69817073,69817073,[TikTok](https://tiktok.com/@cbseveningnews)
Piers Morgan Uncensored,Right-Leaning,353,4389995,4263829,30,146333,59531766,59531766,[TikTok](https://www.tiktok.com/@piersmorganuncensored)
